,zcta,poverty_rate,unemployment_rate,median_household_income
122,11557,3.5034272658035035,1.624381188118812,127583.0
123,11568,4.907040536421823,3.40393343419062,214250.0
124,11575,10.6793843993212,4.137529137529137,90577.0
125,11004,6.05782144624302,2.7022817537574952,95436.0
126,11005,13.473564525298464,0.0,55313.0
127,11023,6.718346253229974,2.880902880902881,130061.0
128,11965,0.0,0.0,123635.0
129,11934,3.5259418152567368,1.8950192855944994,106892.0
130,11211,25.219949920593937,3.3670117770478702,81228.0
131,11372,12.787859322306087,3.282818715665846,60659.0
132,11980,5.575117370892019,2.4273776362912853,98702.0
133,11596,2.019909152411327,1.931613677264547,137500.0
134,11217,13.257842684615945,3.9310916207182247,119375.0
135,11516,4.2599375932709265,2.8977378949336323,109053.0
136,11779,6.893443274915819,3.1306306306306304,98450.0
137,11790,5.9405940594059405,2.770764119601329,130607.0
138,11803,3.205376306252419,2.119706231584502,147469.0
139,11940,3.7124658780709736,2.2207707380796866,104583.0
140,11948,12.816901408450704,4.512635379061372,-666666666.0
141,11951,14.192156560597887,3.031153522312658,74100.0
142,11740,2.9150299772586314,1.5388662370117059,124527.0
143,11206,34.91865257325809,5.265708530841574,39753.0
144,11363,6.962921030285877,2.303523035230352,101019.0
145,11501,4.7183314589510275,2.075335892514395,101339.0
146,11514,7.008947592671495,4.185692541856925,82344.0
147,11735,5.324855351976857,2.3252481100641322,109858.0
148,11792,4.2382736787698665,2.0299812617114306,145341.0
149,11968,8.047690014903129,2.316980311106277,106271.0
150,13364,0.0,0.0,42500.0
151,13404,20.66115702479339,0.0,38333.0
152,13410,4.810996563573884,4.641350210970464,56154.0
153,13415,27.397260273972602,0.0,57083.0
154,13435,2.312138728323699,7.35930735930736,69896.0
155,13441,0.0,0.0,48313.0
156,13472,0.0,0.0,57153.0
157,13484,0.0,0.0,101203.0
158,13488,1.1627906976744187,3.968253968253968,51250.0
159,13494,7.317073170731707,0.7518796992481203,54583.0
160,13623,22.22222222222222,0.0,-666666666.0
161,13628,25.90909090909091,4.733727810650888,70833.0
162,13636,28.270042194092827,1.8518518518518516,48500.0
163,13641,0.0,0.0,-666666666.0
164,13643,100.0,0.0,-666666666.0
165,13647,14.545454545454545,0.0,95625.0
166,13651,0.0,0.0,140208.0
167,13666,19.672131147540984,2.0,47500.0
168,13167,19.122980547312892,4.5952782462057336,54727.0
169,13312,8.184143222506394,4.986149584487535,62083.0
170,13317,14.791666666666666,4.735467015022861,55486.0
171,13323,11.190321883776194,1.87207488299532,70317.0
172,13436,4.054054054054054,7.042253521126761,40000.0
173,13454,5.337519623233909,5.156537753222836,42885.0
174,13459,14.62171697373579,2.7039848197343455,56639.0
175,13478,9.49983215844243,3.585817888799355,61713.0
176,13483,13.701923076923078,0.0,79167.0
177,14304,9.66440175214707,2.1626856036152353,56276.0
178,14454,32.567795510574804,0.9785509538400713,46648.0
179,14466,5.83756345177665,2.7758501040943786,71250.0
180,14469,8.958755916159568,3.1348580441640377,59248.0
181,14472,8.053382420616659,1.3256484149855907,97854.0
182,14504,7.839912280701753,4.56989247311828,54211.0
183,14507,16.40625,2.857142857142857,66538.0
184,14514,8.999700509134472,4.577077993409008,67863.0
185,14532,4.789856773890585,1.734968591085851,63490.0
186,14533,4.669084315503174,2.4263431542461005,56042.0
187,14555,14.54183266932271,3.8588754134509373,46500.0
188,14769,16.590284142988086,7.749469214437367,50658.0
189,14731,11.280214861235452,1.0101010101010102,63641.0
190,14740,7.527975584944049,0.4056795131845842,58409.0
191,14743,17.85513756316676,5.140845070422535,39836.0
192,14760,17.655828889271174,3.8213468340384216,45300.0
193,14779,25.80545229244114,3.499491353001017,34912.0
194,14804,8.77808988764045,2.710027100271003,63500.0
195,14806,22.725129655822727,2.4125452352231602,52742.0
196,14807,13.254172015404365,2.9182079736950266,55952.0
197,14819,24.612736660929432,6.13107822410148,42222.0
198,14105,12.240846934274371,1.929969671905156,59421.0
199,14203,30.205278592375368,2.3255813953488373,43173.0
200,14204,38.853655618044755,4.706403068751844,22500.0
201,14221,6.079251784395766,1.435759812143576,83824.0
202,14225,9.864275327193408,2.9933400897640077,51378.0
203,14062,11.830430496220835,4.490902051877662,53641.0
204,14092,6.185954686471749,1.8633540372670807,63718.0
205,14098,14.972571797353984,2.8377806014400675,53783.0
206,14108,8.429602888086643,3.51288056206089,56862.0
207,14136,9.792157703021214,3.571428571428571,55536.0
208,14143,3.64741641337386,4.540295119182747,68897.0
209,14094,11.674150096215524,3.4579069652479117,58495.0
210,14103,14.264948153890881,3.2515621383938904,50244.0
211,14131,5.425726478358057,2.988138686131387,73443.0
212,14034,5.649038461538462,1.178382771231207,52955.0
213,14042,14.086538461538462,4.767580452920143,53074.0
214,14047,6.504809894640403,0.9906340057636888,74031.0
215,14048,23.521514873171764,3.74725088817459,37238.0
216,14052,5.336212214682295,2.457520011234377,85409.0
217,14055,3.4769463340891913,2.5416301489921125,68090.0
218,14059,3.1341921087331372,1.4132553606237817,73940.0
219,14837,14.776511831726555,2.0232458028411537,56771.0
220,14838,9.731720147290899,3.1815346225826575,56250.0
221,14855,9.903121636167922,1.8156424581005588,51250.0
222,14618,6.714554995160222,2.5006722237160526,100809.0
223,14217,8.432940762875726,1.3649240278135462,58096.0
224,14716,22.123401889938854,1.9421665947345708,37686.0
225,14005,10.529217199558985,3.046716316858497,68750.0
226,14031,4.19648985194627,3.2487191429902187,85930.0
227,14039,13.333333333333334,0.0,59250.0
228,14054,4.861111111111112,2.122448979591837,67273.0
229,14058,9.004024144869216,3.89278876834716,63672.0
230,14070,16.66994299194024,2.4050422955714046,45737.0
231,14082,0.0,0.0,54625.0
232,14085,1.9643354694901087,1.5686274509803921,92611.0
233,14026,17.890772128060263,1.338432122370937,82885.0
234,14111,8.413954851949574,3.884572697003329,60000.0
235,14216,17.135147290308073,2.0443832424130077,59346.0
236,14728,14.572864321608039,1.4687882496940026,54250.0
237,14777,26.207906295754025,4.0,46406.0
238,14846,11.082138200782268,2.2328548644338118,50789.0
239,14895,16.591928251121075,2.3605706874189365,47120.0
240,14006,14.982250991856338,4.088799698984071,55189.0
241,14615,21.853796684170156,5.218180443167208,42110.0
242,14220,12.408661557654607,3.108864612207185,58671.0
243,14228,19.396212436912535,2.0706655710764172,56585.0
244,14411,14.517133956386294,2.827004219409283,47278.0
245,14420,16.015711440584198,3.466880955114223,55010.0
246,14423,6.560283687943262,1.370223978919631,55018.0
247,14424,8.432761848819707,2.11808650621843,66066.0
248,14437,14.854878440612618,3.4704904405652535,54103.0
249,14441,9.717868338557993,0.8888888888888888,52188.0
250,14478,0.0,1.36986301369863,91821.0
251,14604,29.494262643433917,1.4782608695652173,30542.0
252,14610,9.420128860253277,1.1530912659470067,66942.0
253,14611,37.352189672588985,7.507149666348904,26726.0
254,14718,11.617565314063368,0.4459308807134894,58681.0
255,14719,14.786894752102059,3.3022254127781765,50690.0
256,14737,18.41130152848541,3.739130434782609,45396.0
257,14748,25.40453074433657,2.1359223300970873,26467.0
258,14757,12.796525225526228,2.6248632883703973,47773.0
259,14802,29.65986394557823,0.9123649459783914,37955.0
260,14817,5.873436907919666,2.6576341844710787,64056.0
261,14821,15.290697674418604,3.3379215416379906,55950.0
262,14825,3.9334341906202726,4.326123128119801,71544.0
263,14845,7.087299150547538,2.1219348131841254,66643.0
264,14880,18.14268142681427,4.267844002943341,47417.0
265,14883,10.107066381156317,4.025938935422858,55023.0
266,14891,17.698695136417555,4.961061436400346,49417.0
267,13489,7.29483282674772,4.725897920604915,55982.0
268,13608,21.215959468017733,5.355648535564853,49000.0
269,13617,11.58615344872126,4.049277996566697,64569.0
270,13640,8.305647840531561,0.0,48750.0
271,13655,9.857101195683873,13.988095238095239,41571.0
272,13658,13.28609388839681,4.994450610432852,63458.0
273,13664,21.568627450980394,5.39568345323741,67321.0
274,13672,25.303030303030305,1.2448132780082988,66458.0
275,13732,3.0644954481343762,1.4763014763014763,85625.0
276,13754,17.26457399103139,2.6438569206842923,38832.0
277,13774,16.883116883116884,16.535433070866144,34844.0
278,13795,17.305663032008443,3.1237155774763665,52944.0
279,13830,13.102620524104822,3.446636558117423,50139.0
280,13833,14.32403433476395,3.5906040268456376,50781.0
281,13834,6.228373702422145,0.0,72917.0
282,13843,14.573877962682804,0.6006006006006006,52621.0
283,13324,12.809564474807855,5.066666666666666,54700.0
284,13333,29.411764705882355,8.823529411764707,-666666666.0
285,13348,11.76470588235294,6.208053691275168,61042.0
286,13361,7.544757033248081,0.9419152276295133,64063.0
287,13365,15.571480626746023,3.530838005758448,54268.0
288,13367,15.277452587216109,1.2945914844649022,56337.0
289,13421,13.346153846153847,3.034038115103821,53802.0
290,13424,8.573008849557521,0.8759124087591241,58902.0
291,13425,10.892388451443571,2.7868852459016393,57981.0
292,13428,27.490297542043983,1.9198664440734556,32500.0
293,13438,13.763376932223542,2.4232081911262795,59167.0
294,13469,1.9451812555260832,1.7224880382775118,85714.0
295,13471,17.485505035093073,2.126821583300512,54528.0
296,13477,1.2219959266802443,0.5966587112171837,56094.0
297,13480,9.50337216431637,1.9607843137254901,52204.0
298,13492,6.984041599426215,2.6439544362002296,67391.0
299,12203,14.450079479221861,3.096654275092937,61519.0
300,12204,20.896243507670007,6.214264219079146,57953.0
301,12206,33.35369578497251,10.675077830575127,36396.0
302,12010,19.989852866565194,3.9565657009715567,49036.0
303,12018,3.127594796567949,1.1565401531194004,96667.0
304,12032,6.191588785046729,0.0,48971.0
305,12041,1.4842300556586272,0.0,94432.0
306,12046,1.8518518518518516,1.3237063778580023,87240.0
307,12068,10.565801813066583,2.134707397865293,65286.0
308,12071,19.36416184971098,5.9259259259259265,53875.0
309,12072,27.40465744178198,4.868244752121482,58750.0
310,12074,5.548260013131976,1.1363636363636365,81008.0
311,12095,9.841352859135286,2.532948929159802,54898.0
312,12138,14.03180542563143,2.7016742770167426,62500.0
313,12009,4.926984126984127,3.1792351405314085,90524.0
314,12025,7.951356407857811,3.69244135534318,63378.0
315,12047,13.298132394641634,3.972974533695213,58199.0
316,12052,12.782440284054228,3.61260568793236,77679.0
317,12058,16.571018651362984,5.99429115128449,70030.0
318,12063,9.732824427480915,0.0,-666666666.0
319,12064,5.571847507331378,1.5974440894568689,57500.0
320,12076,9.600614439324117,3.620689655172414,56765.0
321,12120,10.834553440702782,1.6339869281045754,64188.0
322,12125,10.238907849829351,2.7844073190135243,66328.0
323,12150,2.074235807860262,0.0,69766.0
324,12188,5.249297752808989,3.450111809179001,70328.0
325,12192,5.251759610178668,1.6326530612244898,72411.0
326,12207,46.606118546845124,3.858695652173913,18582.0
327,11754,3.4673281840221004,3.1801881047432166,101710.0
328,11795,4.580152671755725,2.8802525152890115,125691.0
329,11957,7.18562874251497,0.5194805194805194,70000.0
330,11201,12.351476461839269,4.192255841821449,129248.0
331,11231,14.710008735473965,5.266591135372678,99643.0
332,11417,13.36681166837257,4.079692636748921,76868.0
333,11109,2.8093645484949836,2.8177113283496262,160625.0
334,11351,,,-666666666.0
335,11359,,,-666666666.0
336,11424,,,-666666666.0
337,11425,,,-666666666.0
338,11451,,,-666666666.0
339,11549,,4.138423118087763,-666666666.0
340,11556,,,-666666666.0
341,11739,1.3100436681222707,4.978662873399715,153958.0
342,11749,3.870771106370009,1.7155110793423873,93555.0
343,11794,,4.927248677248677,-666666666.0
344,11931,0.0,0.0,-666666666.0
345,11973,,30.0,-666666666.0
346,11955,2.454642475987193,2.8846153846153846,65724.0
347,11958,0.0,1.2605042016806722,92179.0
348,11970,39.15094339622642,15.566037735849056,-666666666.0
349,11972,10.857664233576642,1.8181818181818181,89531.0
350,11976,9.35080405002978,3.187803187803188,144167.0
351,11010,3.3727979169209483,2.071665758041334,111135.0
352,11020,2.060962937305161,2.5849177526169624,158295.0
353,11203,14.55258984490498,3.5480904206399146,54457.0
354,12149,16.039685820587017,5.512622359608449,57500.0
355,12159,3.6183363378830804,0.17796233130654013,89009.0
356,12170,7.805566760790642,3.016627078384798,87530.0
357,12193,11.69811320754717,4.27710843373494,63750.0
358,12197,10.235798499464094,2.6054590570719602,48704.0
359,12741,5.14018691588785,0.0,47250.0
360,12583,14.456762749445677,3.6004056795131847,92563.0
361,12549,5.024939959357103,2.028169014084507,92870.0
362,12578,12.009456264775414,4.023605150214593,105909.0
363,12582,7.750170959653521,0.399444251476207,109144.0
364,12589,19.603088507434112,1.459703947368421,83133.0
365,12594,16.874422899353647,4.032483898067768,72118.0
366,12701,21.855688840421664,7.4575909527365845,40947.0
367,12719,5.414847161572053,3.6511156186612577,72946.0
368,12725,18.91891891891892,0.0,80625.0
369,12736,21.73913043478261,0.0,-666666666.0
370,12746,2.0277481323372464,1.7772511848341233,71154.0
371,12747,11.264822134387352,7.013149655604257,49250.0
372,12923,9.025270758122744,2.0964360587002098,57132.0
373,12930,16.780354706684857,6.794425087108014,66042.0
374,12546,7.209705372616984,0.1266357112705783,66208.0
375,12886,5.737704918032787,0.0,59286.0
376,12887,11.550666384599111,2.8187565858798735,60085.0
377,12918,2.669683257918552,1.7513134851138354,63806.0
378,12920,17.09251101321586,2.521459227467811,57660.0
379,12837,8.252853380158033,1.0600706713780919,63508.0
380,12878,5.128205128205128,5.805243445692884,56250.0
381,12911,,,-666666666.0
382,12943,13.128491620111731,2.9850746268656714,32375.0
383,12944,12.516680010675207,3.4796238244514104,54608.0
384,12986,9.98383910935536,2.8129395218002813,56650.0
385,12989,10.050251256281408,0.3508771929824561,64250.0
386,12934,17.9718875502008,0.37453183520599254,42019.0
387,12993,13.684210526315791,2.551440329218107,51581.0
388,12962,8.268241569822823,2.1552672091488896,68630.0
389,12964,2.027027027027027,11.009174311926607,100625.0
390,12965,10.441767068273093,6.111111111111111,53269.0
391,12996,10.471204188481675,4.194260485651214,57118.0
392,12759,29.010989010989015,6.7752442996742674,27813.0
393,12762,12.477064220183486,11.713665943600867,55083.0
394,12766,2.4725274725274726,13.427561837455832,60911.0
395,12779,22.487046632124354,3.889585947302384,31672.0
396,12787,0.0,8.108108108108109,85625.0
397,12803,9.321526863707073,2.8889557628648808,59690.0
398,12804,7.238730700597408,1.8025790047221213,74036.0
399,14858,7.796340493237867,4.352030947775629,50577.0
400,14860,6.395348837209303,2.3506366307541624,57644.0
401,14864,6.265664160401002,2.5365853658536586,75331.0
402,14869,10.007942811755361,1.212686567164179,60721.0
403,14874,5.531914893617021,2.28310502283105,41667.0
404,14877,15.65217391304348,3.4574468085106385,47292.0
405,14884,18.954248366013072,2.575107296137339,57250.0
406,14207,37.84317937701396,2.495677233429395,29250.0
407,14211,35.69581884639387,7.311446317657498,26739.0
408,14418,12.0,1.5739769150052465,42181.0
409,14435,9.340064911648033,2.4479804161566707,70700.0
410,14468,6.137850075465369,2.256649688737974,75993.0
411,14489,16.726084373143195,7.1228820529692385,53539.0
412,14525,4.373423044575273,5.437469105289174,71595.0
413,12307,30.337078651685395,10.276981852913085,27145.0
414,12405,5.055292259083728,0.0,52813.0
415,12411,2.9940119760479043,8.450704225352112,80278.0
416,12015,7.336417713152676,2.4,63068.0
417,12020,7.100931864940094,2.7777777777777777,82933.0
418,12031,21.025641025641026,0.0,33889.0
419,12036,21.694915254237287,2.072538860103627,57045.0
420,12051,7.570043103448276,0.9925558312655087,58704.0
421,12053,5.146896399381489,6.504282655246254,93571.0
422,12054,5.035240711981842,2.043586995355484,103384.0
423,12056,13.943661971830986,4.411764705882353,85284.0
424,12057,8.032955715756952,3.540372670807453,63158.0
425,12070,5.8929645219482865,1.875,53203.0
426,12075,8.366824990865911,1.444184231069477,72419.0
427,12087,2.9756537421100093,1.4598540145985401,60057.0
428,12118,8.445421624418003,2.5401389887371195,76431.0
429,12121,3.466386554621849,7.287933094384708,103707.0
430,12140,3.1360946745562135,0.0,96364.0
431,12143,9.686307757524375,0.8790072388831437,63685.0
432,12154,5.377456049638056,0.9080142123963679,75578.0
433,12155,18.12175554506843,2.525832376578645,58295.0
434,12157,7.887453874538745,1.726577979054628,70988.0
435,12167,17.225253312548713,3.617463617463618,45966.0
436,12751,35.24305555555556,3.3647375504710633,43105.0
437,12764,17.454545454545457,6.765327695560254,50417.0
438,12777,6.181455633100698,3.229398663697105,93438.0
439,12784,0.0,0.0,-666666666.0
440,12788,8.54075158613958,1.7649267743146828,71359.0
441,12789,9.068982151471298,3.729903536977492,49868.0
442,12847,16.574585635359114,0.8849557522123894,70000.0
443,12791,3.824091778202677,6.698564593301436,81290.0
444,12817,9.763779527559056,1.7375674056321149,67222.0
445,12839,15.822433610780816,4.645639369181075,53199.0
446,12851,8.121827411167512,1.7857142857142856,50000.0
447,12856,0.0,0.0,50464.0
448,12871,4.761904761904762,1.2331517063378263,68487.0
449,12919,21.676203298552675,3.5315154224407688,53512.0
450,12921,15.272591486183721,2.493200362647326,78611.0
451,12922,0.0,10.344827586206897,-666666666.0
452,12956,11.7820324005891,3.9539899352983463,59052.0
453,12961,29.545454545454547,0.0,-666666666.0
454,12969,18.052256532066508,2.5210084033613445,42778.0
455,12970,8.143322475570033,4.682274247491638,75833.0
456,12980,21.320182094081943,6.220984215413185,54663.0
457,12912,7.535179300953246,2.8823529411764706,55455.0
458,14892,17.64931576927996,4.087848669445335,42361.0
459,14894,16.518218623481783,1.4198782961460445,49464.0
460,14897,13.71280724450194,1.0434782608695654,43897.0
461,14903,9.827199577892099,3.4271340984122,60373.0
462,14904,17.8060413354531,2.8160775465864463,47979.0
463,14816,0.9487666034155597,0.0,64667.0
464,14727,13.560278352454391,3.8090867370353374,51139.0
465,14747,16.152125279642057,1.9721577726218096,51969.0
466,14750,6.6819221967963385,2.0457604306864066,58885.0
467,14480,15.049226441631506,2.2761760242792106,48939.0
468,14487,3.2152230971128613,1.328502415458937,75438.0
469,14506,1.30568356374808,1.480836236933798,111800.0
470,14536,17.708333333333336,3.571428571428571,52857.0
471,14543,2.188827180659915,0.78125,95000.0
472,11208,25.681265810227664,3.1664482306684145,42403.0
473,11210,11.760769422310757,3.924113829256116,69385.0
474,11212,34.409586643328396,8.299013897320624,26521.0
475,11221,21.34242771775216,4.926750807842228,56900.0
476,11239,24.835009428032684,2.7390813253012047,29172.0
477,11361,8.070240986362787,2.203749404684591,87892.0
478,11364,7.391509042067075,2.81186265003845,82028.0
479,11413,6.767409707230698,3.5301763611119314,93432.0
480,11429,8.033088235294118,8.324300888792543,88300.0
481,11434,9.455199643380245,3.673565196979774,64087.0
482,11436,11.244621681183755,5.753478091275517,75222.0
483,11953,8.312794084696392,3.2226122963363037,85103.0
484,11961,7.777691531475588,2.18444383511562,70244.0
485,11978,7.582631237848347,1.3750954927425516,103990.0
486,11572,5.5175983436853,3.30116159890673,118480.0
487,11520,9.342689188875205,2.589500495259658,82200.0
488,11550,18.276366584991806,3.0083821334251923,64155.0
489,11561,6.169707879878897,2.88417237460454,99240.0
490,11692,25.596407521751335,6.513706793802146,46819.0
491,11096,15.117393387637756,5.417185554171856,60675.0
492,11102,16.083488885117937,2.9922109971466027,71382.0
493,11104,10.137347281002954,3.4928670041417393,67751.0
494,11207,28.497380571834483,5.06562982572248,39382.0
495,11213,22.685717745353273,5.170032476016275,44831.0
496,11216,16.977491961414792,4.071477497078851,67795.0
497,11225,17.2462439162023,4.476617019060514,59820.0
498,11232,20.15359841446798,3.9437665290214823,61200.0
499,11238,11.89042800417208,3.811716011319002,91846.0
500,11358,9.265552206083859,2.613765182186235,68848.0
501,11365,12.235388992182076,5.576985765511246,67642.0
502,11547,9.104258443465492,3.5897435897435894,80833.0
503,11554,4.376807602258642,2.4647999744580313,106409.0
504,13605,10.882587859424921,4.745023179710936,54709.0
505,13325,6.232294617563739,8.823529411764707,48173.0
506,13337,12.235649546827794,6.884681583476763,-666666666.0
507,13409,6.852687730816578,3.0379746835443036,53715.0
508,13437,11.780104712041885,4.2682926829268295,52292.0
509,13450,11.428571428571429,0.0,51471.0
510,13461,6.866666666666667,2.26628895184136,65083.0
511,13473,14.824447334200261,1.2455516014234875,62750.0
512,13033,8.761651131824234,1.954836535220762,64886.0
513,13052,21.73913043478261,1.5437392795883362,51250.0
514,13063,3.257497414684592,0.6169031462060457,81845.0
515,13090,7.205724267669981,2.6026193564584292,75495.0
516,13122,3.7126715092816784,6.806282722513089,76477.0
517,13132,9.488844959051116,2.5874125874125875,75503.0
518,13143,10.66616766467066,2.611585944919278,56793.0
519,13209,12.296764009471191,2.9594272076372317,55027.0
520,13211,14.371669245315456,1.9251568245727884,54506.0
521,13319,0.0,4.135338345864661,44330.0
522,13320,11.209439528023598,3.343465045592705,60757.0
523,13340,12.18060034730836,4.392922513727883,64417.0
524,13353,0.0,0.0,31563.0
525,14530,11.7061973986228,3.7657864523536166,52600.0
526,14550,16.9811320754717,4.8264182895850976,45208.0
527,14605,44.7594050743657,9.178522257916475,22593.0
528,14613,29.39551404328093,5.2886371940080386,34468.0
529,14625,4.821058858325939,1.7935157507472983,86505.0
530,14712,6.734559789750329,2.397798742138365,66250.0
531,14714,11.892797319932999,4.05982905982906,62083.0
532,14733,16.855172413793102,2.1524347212420607,45245.0
533,14738,8.3710407239819,5.75591985428051,49239.0
534,14744,13.822393822393822,2.614015572858732,61458.0
535,14772,16.289023162134946,2.347107438016529,49779.0
536,14784,12.045690550363448,2.603550295857988,68125.0
537,14809,14.1280353200883,5.1705756929637525,50841.0
