Reporting Year,"Aggregate Level (Citywide, Borough, Council District, Census Tract)",Aggregate Level ID,Total #Storefronts,Median Square Feet,Average Square Feet,#Storefront leased to tenants,#Storefront leased and not operating on 12/31,Median Monthly Rent Per Square Foot,Average Monthly Rent Per Square Foot,Median Years Leased,Average Years Leased,#Storefronts with Leases Ending after 12/31,Median Years Lease Term Remaining after 12/31,Average Years Lease Term Remaining after 12/31,Number whose lease is due to expire within the two years after 6/1,#Storefront Reported Occupied by Owner,Median Years Occupied by Owner,Average Years Occupied by Owner,#Storefront reported Not Leased and Not Owner Occupied,Median Years Not Leased and Not Owner Occupied,Average Years Not Leased and Not Owner Occupied,#Storefront under construction with DOB Projects Listed,Median years for construction projects,Average years for construction projects
2021,Census Tract,4.0797.02,58,940.50,1199.66,50,*,4.84,6.55,9.42,16.96,33,3.50,12.92,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0797.01,21,900.00,1422.86,19,0,11.00,19.74,5.42,6.65,13,3.09,3.24,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0793.00,11,1311.00,2274.36,11,0,54.00,50.40,1.00,1.00,0,0.00,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0779.06,21,1000.00,1770.71,18,0,4.50,5.35,1.00,8.43,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0779.04,38,1065.00,1828.32,34,*,5.00,12.92,9.50,10.97,23,1.75,2.98,13,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0779.02,38,1092.50,1472.26,34,0,5.00,8.76,9.75,10.46,27,3.00,4.36,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0775.00,30,975.00,1173.67,27,0,3.00,3.67,1.00,4.11,10,4.38,3.77,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0769.02,24,1150.00,1930.63,20,0,6.00,5.80,13.49,16.54,20,3.09,3.55,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0769.01,33,784.00,1629.00,32,0,3.97,4.15,10.00,10.88,28,5.50,5.36,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0757.02,10,761.00,743.80,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,*,*,*,0,0.00,0.00
2021,Census Tract,4.0757.01,45,1680.00,3955.96,41,*,22.00,19.72,10.00,9.67,25,4.84,4.90,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0743.00,46,1200.00,1669.02,43,*,1.00,3.09,10.00,11.35,35,3.58,4.80,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0737.00,100,1032.00,2419.20,93,*,7.00,8.06,9.98,11.04,75,4.00,4.10,20,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0731.00,18,1200.00,1954.33,12,*,2.00,2.56,2.50,3.97,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0717.02,30,2207.50,9665.90,20,*,7.50,8.25,15.23,13.29,17,8.67,6.69,0,0,0.00,0.00,10,1.52,2.11,0,0.00,0.00
2021,Census Tract,4.0717.01,59,1369.00,6239.90,47,*,5.00,5.65,10.30,11.20,32,5.04,5.35,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0713.06,35,910.00,1280.89,33,*,4.50,9.42,10.01,11.69,32,4.00,4.52,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0713.05,13,1725.00,2395.00,12,0,4.50,4.67,12.65,13.51,10,5.13,4.51,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0713.04,34,1004.00,2840.44,22,0,3.50,4.27,17.01,16.15,19,4.33,5.76,*,0,0.00,0.00,12,0.33,0.55,0,0.00,0.00
2021,Census Tract,4.0713.03,46,1225.00,1854.54,38,0,5.00,7.37,14.84,14.54,32,3.13,4.20,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0711.00,108,1823.00,3222.93,93,19,5.37,7.09,10.00,10.81,51,5.04,4.94,10,0,0.00,0.00,15,1.00,0.96,0,0.00,0.00
2021,Census Tract,4.0709.00,16,1050.00,1716.75,14,0,3.00,8.75,4.50,7.35,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0707.00,18,800.00,1091.67,15,0,3.00,3.18,7.92,7.20,11,3.25,3.39,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0697.02,11,1800.00,3700.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0695.00,24,2200.00,4340.00,22,*,3.88,9.40,8.51,8.48,16,4.08,4.45,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0693.00,91,1440.00,1981.05,89,*,5.00,8.14,10.00,12.00,56,4.00,5.12,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0687.00,21,915.00,1265.81,20,*,3.00,4.32,7.71,9.76,14,2.46,3.66,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0683.00,28,1425.00,9626.71,27,*,7.00,7.25,10.29,13.56,24,6.38,5.60,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0679.00,13,1852.00,1832.00,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0671.00,20,1000.00,1838.90,18,0,3.54,10.30,5.00,9.86,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0657.03,30,1300.00,1665.27,24,*,2.25,2.96,1.00,5.82,10,3.88,4.05,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0657.02,11,1250.00,1841.82,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0654.00,14,2137.50,2904.86,11,0,3.50,6.20,3.00,8.12,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0645.00,27,1100.00,1525.70,23,*,3.00,3.06,1.00,6.50,10,3.88,4.01,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0638.00,16,1240.50,1491.31,14,*,2.00,3.00,7.01,7.03,12,3.00,3.21,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0637.00,19,3644.00,16838.58,12,0,2.50,3.04,17.62,20.53,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0632.00,29,1120.00,1580.52,29,*,3.00,3.82,5.00,8.02,22,2.38,3.63,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0630.00,10,1775.00,2260.00,*,*,*,*,*,*,0,0.00,0.00,0,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0629.00,19,1100.00,1710.00,16,0,3.00,3.65,10.00,9.03,13,3.67,4.51,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0622.00,10,1100.00,1307.00,10,0,38.00,33.60,7.50,10.15,10,2.16,3.52,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0621.00,12,1050.00,3471.00,10,0,2.65,2.95,7.73,8.34,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0619.00,22,1150.00,1962.14,18,*,2.50,5.09,10.00,9.63,13,2.25,4.16,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0613.01,44,920.00,1743.14,37,0,4.17,4.78,5.08,8.36,25,2.92,3.95,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0603.00,18,2500.00,3900.22,16,*,3.17,3.41,12.09,13.65,10,1.83,2.47,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0600.00,13,800.00,1299.23,11,*,19.00,17.55,1.00,1.00,0,0.00,0.00,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0596.00,18,900.00,1393.33,17,*,3.00,14.65,4.09,5.66,14,1.92,2.68,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0595.00,16,700.00,1403.19,15,0,3.00,3.39,1.00,12.26,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0593.00,11,1600.00,2364.82,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0591.00,12,1367.50,1520.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0589.00,13,500.00,794.23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0587.00,17,700.00,1399.94,16,*,3.00,3.71,1.00,3.80,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0585.00,16,577.50,738.19,15,0,5.00,4.46,1.92,2.63,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0583.00,21,700.00,1103.10,17,*,3.00,4.40,4.97,5.50,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0581.00,24,680.00,1145.00,21,*,4.00,5.87,3.00,4.97,11,3.50,4.11,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0577.00,30,945.00,1848.03,26,*,2.00,6.48,5.00,7.99,15,1.00,2.55,10,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0568.00,52,1100.00,3214.15,47,*,2.00,2.83,3.00,6.27,11,6.00,10.28,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0559.00,10,1750.00,3395.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0557.00,23,1350.00,2298.48,21,0,2.92,2.79,7.01,11.93,12,4.96,7.61,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0555.00,16,1139.00,1998.63,14,*,2.00,2.16,3.00,4.15,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0553.00,50,1517.50,2823.30,44,*,3.00,2.90,8.52,10.66,32,2.84,3.72,13,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0551.00,65,970.00,1773.68,54,*,3.88,3.65,4.00,6.25,27,4.09,4.88,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0549.00,50,1000.00,1579.86,47,*,3.00,3.22,10.00,8.69,38,4.05,4.64,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0542.00,15,1250.00,1679.67,11,0,2.00,1.82,10.00,7.71,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0540.00,32,1950.00,3293.53,26,0,2.00,3.05,9.42,10.68,22,3.16,4.96,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0539.00,13,2820.00,5233.08,10,0,2.00,1.89,9.99,7.40,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0535.00,24,4250.00,17330.58,18,*,2.00,2.52,5.50,5.45,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0534.01,11,770.00,1877.82,11,0,3.00,4.00,10.01,10.68,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0532.00,19,700.00,1724.26,17,0,3.68,15.36,1.00,6.20,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0531.00,39,3000.00,4772.72,29,*,4.00,10.81,1.00,5.65,13,1.58,3.42,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0521.00,13,1369.00,3455.62,13,*,2.00,2.55,3.00,7.48,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0517.00,25,1100.00,2398.80,19,*,3.00,5.33,5.75,9.00,12,3.07,3.73,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0515.00,17,1000.00,3671.59,12,*,2.67,5.36,1.00,5.48,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0512.00,12,1174.00,2214.33,11,*,3.41,3.05,1.00,1.86,0,0.00,0.00,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0500.00,11,1100.00,1447.73,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0499.00,13,3000.00,7913.46,11,0,3.00,2.82,10.02,11.12,11,6.09,5.22,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0496.00,11,1000.00,1304.64,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0493.02,32,1552.50,2729.09,29,*,3.00,2.93,5.00,6.38,16,2.63,3.33,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0489.00,15,5485.00,10979.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0485.00,45,2400.00,5347.36,34,*,3.00,5.21,5.17,6.50,17,3.00,3.70,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0484.00,11,1335.00,2225.64,11,*,1.00,1.55,10.00,9.92,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0483.00,15,900.00,1006.73,12,*,3.00,3.25,1.00,1.42,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0481.00,16,775.00,1154.13,14,*,4.52,4.27,9.94,9.84,10,2.96,3.80,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0480.00,10,1585.00,2109.20,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0479.00,22,1254.00,3435.36,19,*,3.00,4.20,3.08,4.03,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0478.00,51,1672.00,2224.53,48,0,3.79,4.65,14.93,18.82,45,3.42,6.17,17,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0475.00,34,1020.00,2406.82,24,*,3.69,4.92,5.00,7.03,17,4.01,4.53,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0473.00,52,1127.50,4398.90,38,*,5.00,6.80,10.21,11.11,27,4.92,5.55,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0471.00,28,1000.00,1330.93,26,*,4.60,5.53,1.00,4.25,12,4.87,4.06,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0470.00,11,1000.00,2070.91,11,*,3.00,7.55,10.00,5.91,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0469.00,30,1340.00,2345.17,30,*,3.50,3.83,15.01,18.46,28,3.13,5.12,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0468.00,18,700.00,2112.17,18,0,2.00,5.28,3.33,5.38,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0466.00,21,1450.00,1576.81,18,0,4.00,12.72,9.00,9.21,10,8.25,7.87,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0465.00,65,600.00,793.69,56,0,6.00,7.36,1.00,2.09,11,1.00,2.33,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0463.00,13,837.00,1038.85,12,*,6.00,5.58,8.96,7.51,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0462.00,33,1876.00,2300.64,26,0,5.00,11.35,5.00,10.43,17,2.75,7.64,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0461.00,25,700.00,878.12,23,0,3.00,3.09,3.00,3.90,12,2.00,2.28,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0460.00,61,1764.00,3947.48,53,*,4.00,6.32,9.94,9.69,36,2.62,3.18,17,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0458.00,34,1315.00,2043.76,34,*,3.00,12.89,6.50,7.40,20,3.84,4.73,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0455.00,40,2092.50,4188.83,26,0,3.50,3.88,11.19,13.90,26,5.54,5.84,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0446.02,28,1200.00,1554.21,27,0,4.00,5.94,6.38,6.72,18,2.12,3.14,10,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0446.01,172,1792.50,4119.45,144,*,5.00,9.14,8.00,8.89,91,3.96,5.05,21,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0444.00,75,5000.00,10954.29,63,*,2.00,6.44,10.00,10.02,46,3.20,4.29,16,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0443.02,24,1050.00,1747.79,24,0,6.00,5.66,5.00,6.92,12,1.75,2.63,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0440.00,14,6875.00,11409.43,14,0,1.00,1.54,5.00,9.89,10,1.71,2.93,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0439.00,20,1250.00,1605.50,17,0,4.00,6.40,1.00,5.53,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0427.00,20,1062.50,1525.50,15,0,3.00,5.70,2.00,4.52,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0415.00,15,2500.00,2742.67,11,0,2.00,2.60,1.00,7.01,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0413.00,15,1200.00,2427.33,14,*,4.00,7.43,7.50,7.18,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0409.00,25,790.00,919.32,24,0,6.00,6.02,4.96,5.74,14,2.50,3.68,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0407.00,37,875.00,1259.49,35,*,3.00,3.92,5.00,6.12,25,1.33,2.29,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0405.00,94,1510.00,2173.48,84,*,3.21,4.20,3.00,5.01,41,2.84,3.33,15,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0403.00,55,832.00,1817.05,48,*,3.00,4.17,2.50,4.34,25,2.00,2.33,19,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0401.00,17,1200.00,2419.24,11,0,3.00,3.81,6.00,6.29,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0399.00,25,1134.00,2131.00,22,0,3.88,3.07,6.00,6.58,14,3.29,3.00,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0384.00,12,875.00,1509.42,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0383.01,18,1750.00,2981.11,16,0,2.00,2.16,1.00,1.06,0,0.00,0.00,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0379.00,19,800.00,1493.47,17,0,4.00,5.76,5.00,5.15,11,1.50,2.62,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0375.00,108,1125.00,1611.69,98,10,5.50,6.69,5.00,7.65,49,4.84,5.11,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0366.00,18,1622.00,4562.83,16,*,3.06,3.08,1.00,4.92,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0358.00,13,2200.00,4280.31,11,0,2.17,2.27,10.00,13.52,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0353.00,12,900.00,1586.75,11,0,3.50,3.58,5.17,9.40,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0352.00,38,1944.00,8454.42,28,*,4.00,12.69,10.34,11.79,18,5.08,5.38,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0351.00,11,1284.00,1552.45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0339.00,16,1110.00,1588.94,15,0,4.00,3.87,1.00,7.36,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0334.01,15,1100.00,2169.33,14,0,3.00,3.00,1.00,2.49,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0329.00,31,1382.00,5853.97,26,0,3.75,4.26,10.62,11.01,23,3.84,3.87,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0328.00,10,1040.50,1385.40,10,0,4.50,4.60,1.00,1.00,0,0.00,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0327.00,12,1200.00,1828.25,10,0,1.00,1.00,11.01,9.50,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0320.00,46,2004.00,7755.22,32,*,2.00,2.20,3.00,3.94,15,1.58,2.17,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0309.03,59,1570.00,3531.49,54,*,3.00,3.61,13.01,17.97,51,4.75,5.92,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0309.02,19,1568.00,3140.58,15,*,3.92,4.47,12.01,16.38,14,2.00,2.27,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0306.00,61,1668.00,4718.64,49,*,2.00,2.19,3.00,5.65,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0297.00,48,4425.00,5641.96,38,*,2.00,3.24,5.38,10.46,19,2.42,3.30,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0295.00,30,1000.00,2569.87,27,0,4.00,3.78,1.00,5.45,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0294.00,24,1000.00,1724.46,19,*,3.33,3.49,5.00,16.79,15,4.50,13.23,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0291.00,33,1000.00,3551.09,32,0,5.00,5.83,1.00,3.92,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0289.00,81,1520.00,1862.44,70,0,5.00,6.25,10.00,12.73,54,4.00,4.03,14,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0287.00,90,1001.00,1921.50,81,*,4.58,5.38,5.00,6.94,44,3.63,4.30,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0285.00,33,600.00,1043.21,32,0,7.17,7.25,3.00,4.61,22,2.71,3.16,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0284.00,23,1465.00,1958.87,22,0,3.00,3.30,1.00,2.46,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0283.00,106,1800.00,2379.31,102,*,6.00,7.07,9.51,8.90,75,3.84,4.33,20,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0282.00,10,1293.00,1456.10,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0281.00,14,1590.00,2308.14,14,0,5.50,6.57,9.40,6.85,*,*,*,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,4.0279.00,46,1635.00,2457.54,43,0,6.00,7.76,6.00,8.18,24,3.31,5.47,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0277.00,80,752.00,1059.88,75,0,5.00,6.01,5.00,5.09,47,2.33,2.90,21,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0275.00,50,825.50,1063.34,44,*,5.00,5.15,5.00,6.65,23,2.58,3.69,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0273.00,113,920.00,1598.57,109,*,5.06,6.37,7.00,10.00,71,4.33,5.11,14,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0272.00,11,800.00,1811.55,10,0,3.28,3.44,1.00,6.79,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0271.00,45,892.00,994.11,44,*,3.00,4.70,5.00,5.51,25,3.00,3.21,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0269.02,22,923.00,1534.55,17,*,5.00,4.82,1.75,8.57,10,2.54,8.29,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0269.01,85,1000.00,1745.48,80,*,6.00,7.14,7.09,7.18,51,3.58,4.68,17,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0267.00,44,1112.50,2057.77,38,*,5.00,5.74,6.50,10.69,27,3.00,3.08,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0265.00,42,763.00,1970.93,40,*,6.00,6.08,5.00,6.95,24,3.96,5.94,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0263.00,33,960.00,1290.48,31,*,5.88,8.84,5.00,7.70,20,1.71,2.56,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0261.00,65,800.00,1456.08,62,*,3.95,5.94,5.08,6.31,38,2.29,3.40,18,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0259.00,21,1200.00,2048.48,18,*,4.00,6.42,3.00,6.37,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0257.00,13,4000.00,5979.23,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0255.00,23,2635.00,5693.74,17,0,3.00,5.00,5.00,10.88,12,2.37,3.40,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0254.00,19,1800.00,2985.74,14,*,2.00,3.74,3.02,6.54,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0253.02,27,1200.00,1772.44,22,0,4.00,7.61,1.00,3.16,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0253.01,25,1535.00,1903.72,24,*,4.21,6.60,3.50,8.52,15,2.62,3.95,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,4.0251.00,21,800.00,1284.67,20,*,4.00,4.20,4.00,6.72,13,1.10,3.34,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0249.00,33,2000.00,5689.09,26,*,3.17,3.49,7.24,9.26,15,5.67,6.35,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0245.00,31,1917.00,3825.32,27,17,3.00,2.66,10.01,9.20,19,7.01,6.71,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0240.00,59,1300.00,3174.12,49,*,5.00,7.15,10.20,12.28,37,3.33,5.40,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0238.00,27,1100.00,1609.22,21,*,3.13,4.34,1.00,4.59,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0236.00,35,900.00,2004.03,25,0,4.00,5.80,10.00,9.22,19,4.00,5.03,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0235.00,67,800.00,1805.84,54,0,4.50,6.13,2.00,6.53,32,1.20,2.31,20,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,4.0219.00,23,17000.00,23389.35,19,0,2.00,3.53,6.00,4.93,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
